NUM,DATE,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z
1037,00:10.8,-1763,8773,-13412,-343,419,116
1039,00:10.8,-1689,8818,-13547,-495,595,96
1041,00:10.8,-1654,8906,-13594,-524,562,130
1043,00:10.8,-1572,8936,-13552,-510,549,109
1045,00:10.8,-1447,8921,-13519,-493,548,137
969,00:10.9,-1947,8671,-13567,-260,86,-55
1048,00:10.9,-1469,8772,-13788,-346,338,317
1050,00:10.9,-1595,8743,-13798,-149,43,549
1052,00:10.9,-1672,8820,-13736,-64,-162,708
1054,00:10.9,-1741,8897,-13589,-44,-225,792
1056,00:11.0,-1706,8895,-13621,-25,-156,750
1057,00:11.0,-1845,8877,-13640,-10,-125,705
1059,00:11.0,-1811,8938,-13507,90,-78,514
1061,00:11.1,-1786,8881,-13537,123,24,216
1072,00:11.1,-1548,8460,-13470,-118,578,-359
1074,00:11.1,-1486,8431,-13513,-172,655,-269
1076,00:11.2,-1298,8431,-13597,-304,631,-107
1077,00:11.2,-1350,8473,-13579,-358,594,2
1079,00:11.2,-1314,8592,-13583,-414,491,167
1081,00:11.2,-1151,8690,-13509,-374,404,271
1083,00:11.2,-1173,8806,-13659,-334,307,299
1085,00:11.2,-1210,8991,-13693,-304,155,298
1063,00:11.3,-1806,8817,-13635,67,105,-81
1088,00:11.3,-1264,9077,-13560,-394,70,198
1090,00:11.3,-1144,9033,-13512,-329,73,131
1092,00:11.3,-1257,9101,-13546,-264,135,120
1094,00:11.3,-1245,9046,-13509,-102,133,68
1096,00:11.4,-1348,8981,-13546,15,88,51
1097,00:11.4,-1268,8972,-13536,58,26,36
1099,00:11.4,-1298,8937,-13501,101,11,2
1101,00:11.4,-1239,8895,-13485,74,62,-72
1103,00:11.4,-1240,8924,-13637,64,109,-132
1105,00:11.4,-1252,8912,-13701,88,57,-221
1065,00:11.5,-1671,8679,-13559,-21,203,-299
1108,00:11.5,-1386,8901,-13703,137,-66,-274
1110,00:11.5,-1379,8798,-13502,167,-115,-232
1112,00:11.5,-1326,8734,-13391,163,-25,-210
1114,00:11.5,-1342,8811,-13483,196,75,-170
1116,00:11.6,-1353,8798,-13631,244,35,-120
1117,00:11.6,-1362,8788,-13702,246,1,-85
1119,00:11.6,-1348,8772,-13624,227,-44,-69
1121,00:11.6,-1368,8650,-13700,227,-70,-64
1123,00:11.6,-1501,8700,-13594,273,-163,-8
1125,00:11.6,-1473,8701,-13509,279,-97,6
1067,00:11.7,-1666,8536,-13559,-152,307,-450
1128,00:11.7,-1416,8724,-13676,244,33,-59
1130,00:11.7,-1449,8640,-13775,263,6,-72
1132,00:11.7,-1527,8645,-13736,296,-73,-80
1134,00:11.7,-1431,8602,-13593,258,-68,-77
1136,00:11.8,-1511,8550,-13520,209,44,-62
1137,00:11.8,-1443,8511,-13595,217,96,-52
1139,00:11.8,-1408,8476,-13629,207,131,-19
1141,00:11.8,-1437,8473,-13715,203,113,7
1143,00:11.8,-1435,8501,-13680,169,77,66
1145,00:11.8,-1411,8505,-13772,113,60,71
1069,00:11.9,-1626,8478,-13480,-185,424,-469
1148,00:11.9,-1414,8643,-13750,101,8,86
1150,00:11.9,-1491,8625,-13759,54,-9,32
1152,00:11.9,-1401,8671,-13686,-5,-7,-19
1154,00:11.9,-1490,8830,-13640,46,44,-18
1156,00:12.0,-1471,8757,-13640,88,118,-17
1157,00:12.0,-1466,8859,-13674,149,171,5
1159,00:12.0,-1448,8909,-13745,373,219,-15
1161,00:12.1,-1375,8877,-13720,614,280,-56
1172,00:12.1,-1291,8505,-13903,1367,300,-704
1174,00:12.1,-1402,8582,-13885,1486,347,-875
1176,00:12.2,-1361,8493,-13954,1667,484,-1189
1177,00:12.2,-1324,8355,-13946,1724,591,-1355
1179,00:12.2,-1426,8108,-14004,1817,693,-1579
1181,00:12.2,-1455,7954,-14142,1741,749,-1752
1183,00:12.2,-1429,7772,-14160,1651,795,-1909
1185,00:12.2,-1412,7757,-14073,1657,846,-2031
1163,00:12.3,-1373,8892,-13727,835,352,-167
1188,00:12.3,-1277,7685,-13976,1445,1103,-2170
1190,00:12.3,-1402,7775,-14158,1265,1307,-2245
1192,00:12.3,-1395,7991,-14342,1130,1488,-2494
1194,00:12.3,-1269,8117,-14125,1325,1577,-2906
1196,00:12.4,-1055,8152,-13983,1430,1793,-3389
1197,00:12.4,-1048,8243,-14377,1427,1906,-3710
1199,00:12.4,-923,9391,-14345,1417,2009,-4608
1201,00:12.4,-828,9740,-13990,1515,2533,-6263
1203,00:12.4,-576,8931,-14033,1864,3245,-8086
1205,00:12.4,-498,7942,-14439,2523,3416,-9292
1165,00:12.5,-1285,8861,-13721,970,408,-254
1208,00:12.5,-366,6710,-14894,2719,3441,-9893
1210,00:12.5,-497,6320,-14767,2821,3229,-9716
1212,00:12.5,-518,5931,-15055,2575,3002,-9391
1214,00:12.5,-830,5768,-15485,2067,2595,-8885
1216,00:12.6,-998,5669,-15338,1564,2083,-8327
1217,00:12.6,-1013,5783,-14952,1460,1851,-8064
1219,00:12.6,-990,5754,-15067,1425,1587,-7579
1221,00:12.6,-1071,5828,-15089,1444,1398,-7207
1223,00:12.6,-1172,5784,-15193,1418,1280,-6981
1225,00:12.6,-1274,5452,-15437,1341,1103,-6840
1167,00:12.7,-1275,8796,-13775,1051,464,-370
1228,00:12.7,-1395,4655,-15484,1493,414,-6508
1230,00:12.7,-1576,4116,-15403,1455,-75,-6091
1232,00:12.7,-1737,4109,-15058,1280,-522,-5628
1234,00:12.7,-1873,3916,-15170,875,-642,-5320
1236,00:12.8,-2141,3714,-15175,294,-812,-4997
1237,00:12.8,-2195,3696,-15306,37,-980,-4821
1239,00:12.8,-2437,3668,-15162,-603,-1284,-4433
1241,00:12.8,-2616,3540,-15337,-993,-1520,-4081
1243,00:12.8,-2882,3544,-15401,-1336,-1667,-3695
1245,00:12.8,-3152,4000,-15439,-1566,-1904,-3235
1169,00:12.9,-1271,8648,-13909,1124,523,-539
1248,00:12.9,-3594,4397,-15267,-1979,-2118,-2765
1250,00:12.9,-3797,4734,-15357,-2148,-2405,-2346
1252,00:12.9,-4173,5167,-15171,-2255,-2600,-1902
1254,00:12.9,-4332,5712,-14819,-2379,-2573,-1583
1256,00:13.0,-4448,5978,-14560,-2521,-2218,-1417
1257,00:13.0,-4490,5967,-14489,-2596,-2031,-1360
1259,00:13.0,-4553,5995,-14620,-2397,-1862,-1191
1261,00:13.1,-4680,6093,-14313,-2050,-1887,-984
1272,00:13.1,-5305,6567,-14418,-882,-1772,-211
1274,00:13.1,-5603,6498,-14660,-444,-1924,-50
1276,00:13.2,-5797,6448,-14375,9,-2116,118
1277,00:13.2,-5845,6451,-14209,200,-2179,216
1279,00:13.2,-5890,6407,-14126,336,-2074,336
1281,00:13.2,-6114,6199,-13961,465,-1938,512
1283,00:13.2,-6256,6112,-13818,793,-1670,701
1285,00:13.2,-6325,6103,-14012,1085,-1257,746
1263,00:13.3,-4658,6318,-14221,-1844,-1858,-889
1288,00:13.3,-6503,6044,-13910,903,-901,799
1290,00:13.3,-6214,5973,-14116,704,-695,964
1292,00:13.3,-6137,6140,-13798,702,-379,1071
1294,00:13.3,-5948,6290,-13728,609,148,981
1296,00:13.4,-5853,6195,-13982,606,493,850
1297,00:13.4,-5745,6245,-13750,527,592,779
1299,00:13.4,-5599,6522,-13530,468,950,598
1301,00:13.4,-5462,6473,-13709,627,1623,241
1303,00:13.4,-5440,6062,-14133,927,2137,1
1305,00:13.4,-5351,6259,-13812,1191,2283,-183
1265,00:13.5,-4767,6637,-14304,-1800,-1863,-856
1308,00:13.5,-5047,6551,-14269,922,3269,-1210
1310,00:13.5,-4765,6299,-14558,951,3604,-1925
1312,00:13.5,-4621,6451,-14228,818,3753,-2647
1314,00:13.5,-4226,6268,-14545,924,4101,-3431
1316,00:13.6,-4062,6029,-15113,1123,4404,-4123
1317,00:13.6,-4133,5881,-15124,1236,4384,-4351
1319,00:13.6,-3934,5625,-14648,1744,4166,-4554
1321,00:13.6,-3770,5752,-14278,2446,4492,-4846
1323,00:13.6,-3490,5282,-14884,2833,5139,-5278
1325,00:13.6,-3272,4732,-14972,3015,5246,-5445
1267,00:13.7,-4990,6299,-14222,-1753,-1801,-779
1328,00:13.7,-2772,5306,-15034,4215,5623,-6423
1330,00:13.7,-2658,5034,-16271,4889,5730,-7905
1332,00:13.7,-2482,4481,-16521,4980,4783,-9085
1334,00:13.7,-2219,6137,-15339,5410,3847,-11099
1336,00:13.8,-2020,5930,-15325,4755,4280,-14302
1337,00:13.8,-2086,5052,-15967,4276,4369,-15703
1339,00:13.8,-2158,5083,-15798,3940,3354,-18034
1341,00:13.8,-1882,6405,-14893,3384,2962,-21319
1343,00:13.8,-1646,5023,-15986,1806,3580,-25121
1345,00:13.8,-1410,2929,-17284,1000,3043,-27412
1269,00:13.9,-5123,6600,-14251,-1477,-1714,-561
1348,00:13.9,-1999,1253,-17250,1039,703,-28161
1350,00:13.9,-2079,728,-16468,1103,-816,-27784
1352,00:13.9,-2327,-270,-15989,1664,-1817,-26618
1354,00:13.9,-2864,-815,-15954,2025,-2063,-24894
1356,00:14.0,-3521,-1695,-15791,1978,-2375,-22377
1357,00:14.0,-3804,-1943,-15721,1862,-2560,-20860
1359,00:14.0,-4260,-2637,-15348,1302,-2653,-17520
1361,00:14.1,-4653,-2691,-14907,603,-2366,-13957
1372,00:14.1,-4879,-133,-16230,-1610,349,-1994
1374,00:14.1,-4850,-70,-16540,-1603,-179,-1467
1376,00:14.2,-4763,190,-16158,-1543,-634,-1259
1377,00:14.2,-4720,166,-16124,-1548,-720,-1238
1379,00:14.2,-4806,51,-16004,-1761,-801,-1206
1381,00:14.2,-4969,136,-15402,-1820,-1051,-1089
1383,00:14.2,-4857,388,-15133,-1815,-876,-1181
1385,00:14.2,-4836,249,-15377,-1825,-205,-1369
1363,00:14.3,-4961,-2211,-14941,196,-1605,-10758
1388,00:14.3,-4962,191,-15959,-1266,-275,-1081
1390,00:14.3,-4985,576,-15667,-1117,-348,-947
1392,00:14.3,-4992,763,-15618,-1200,-119,-1064
1394,00:14.3,-5142,415,-15636,-1343,-134,-935
1396,00:14.4,-5271,306,-15323,-1289,-588,-452
1397,00:14.4,-5305,513,-15150,-1190,-774,-232
1399,00:14.4,-5236,582,-15096,-999,-655,45
1401,00:14.4,-5273,365,-15263,-694,-542,345
1403,00:14.4,-5338,521,-15473,-381,-666,665
1405,00:14.4,-5461,612,-15846,-381,-773,807
1365,00:14.5,-5127,-2285,-15776,-633,-545,-7873
1408,00:14.5,-5351,754,-16082,-489,-782,805
1410,00:14.5,-5446,805,-15902,-555,-740,697
1412,00:14.5,-5452,702,-15655,-503,-518,472
1414,00:14.5,-5211,411,-15857,-396,-384,387
1416,00:14.6,-5232,339,-16132,-309,-448,467
1417,00:14.6,-5257,315,-16102,-423,-462,537
1419,00:14.6,-5173,364,-15659,-548,-394,776
1421,00:14.6,-5117,543,-15643,-524,89,781
1423,00:14.6,-5138,196,-15783,-560,516,796
1425,00:14.6,-5376,-432,-16051,-461,394,1443
1367,00:14.7,-5230,-1902,-15957,-1024,-506,-5020
1428,00:14.7,-4880,-103,-15205,-230,522,2946
1430,00:14.7,-4552,16,-15496,-347,1258,3705
1432,00:14.7,-4650,-259,-16426,-172,1141,4709
1434,00:14.7,-4648,-233,-16563,-5,287,6003
1436,00:14.8,-4450,290,-15865,264,-184,7063
1437,00:14.8,-4392,350,-15848,243,-107,7461
1439,00:14.8,-4377,399,-16358,190,-162,8310
1441,00:14.8,-4464,788,-16233,259,-527,9253
1443,00:14.8,-4397,1283,-15684,546,-591,9758
1445,00:14.8,-4305,1318,-15470,849,-312,9907
1369,00:14.9,-5090,-572,-15252,-926,-586,-3096
1448,00:14.9,-4210,1331,-15657,1470,-482,10268
1450,00:14.9,-4073,1923,-14749,2062,-552,10216
1452,00:14.9,-3951,2001,-14953,2443,-117,9790
1454,00:14.9,-3926,1712,-15677,2652,-173,9431
1456,00:15.0,-3922,1900,-16477,2541,-979,9241
1457,00:15.0,-3928,1754,-16592,2276,-1448,9174
1459,00:15.0,-3968,1311,-16156,2031,-2323,9021
1461,00:15.1,-4080,938,-15920,2175,-3102,9016
1472,00:15.1,-5622,1397,-15476,1292,-4234,7018
1474,00:15.1,-5977,1752,-15527,1280,-4079,6925
1476,00:15.2,-6362,2270,-15505,1150,-3761,6632
1477,00:15.2,-6600,2526,-15371,925,-3528,6421
1479,00:15.2,-6747,2575,-15474,529,-3002,5990
1481,00:15.2,-6928,2560,-15572,446,-2385,5600
1483,00:15.2,-7072,2743,-15701,521,-1814,5182
1485,00:15.2,-7361,2677,-15843,260,-1485,4697
1463,00:15.3,-4392,1068,-15485,2541,-3883,9021
1488,00:15.3,-7581,2755,-15270,-180,-1810,4323
1490,00:15.3,-7625,2436,-15430,-1107,-1831,4216
1492,00:15.3,-7663,2277,-14881,-1657,-1804,4306
1494,00:15.3,-7981,2728,-13523,-1983,-1704,4631
1496,00:15.4,-7963,2938,-13088,-2155,-973,4791
1497,00:15.4,-7971,2972,-13153,-2226,-577,4875
1499,00:15.4,-8074,2703,-13229,-1869,-373,5193
1501,00:15.4,-7790,2784,-13509,-1433,-725,5761
1503,00:15.4,-7642,3412,-12975,-1442,-992,6136
1505,00:15.4,-7254,4459,-12879,-1983,-618,5949
1465,00:15.5,-4372,1504,-14942,2705,-3993,8697
1508,00:15.5,-6898,4324,-14757,-3683,11,5374
1510,00:15.5,-6569,4746,-14642,-4236,-722,5444
1512,00:15.5,-6427,4860,-14797,-4571,-895,5395
1514,00:15.5,-6102,4795,-15249,-4500,-1293,5438
1516,00:15.6,-6094,4318,-14893,-4426,-2187,6149
1517,00:15.6,-6063,5034,-14026,-4253,-2689,6577
1519,00:15.6,-5946,5232,-13597,-4038,-2691,7101
1521,00:15.6,-5765,5071,-14352,-3871,-2164,7573
1523,00:15.6,-5482,4787,-14984,-3330,-2461,8621
1525,00:15.6,-5251,5312,-14773,-3263,-3112,9825
1467,00:15.7,-4850,1987,-15324,2011,-3525,7987
1528,00:15.7,-4487,6243,-13898,-3550,-3506,10989
1530,00:15.7,-4185,6761,-13791,-3669,-3239,11347
1532,00:15.7,-4224,7357,-13276,-3790,-2967,11449
1534,00:15.7,-4162,7988,-13531,-3949,-2639,11300
1536,00:15.8,-4315,8234,-14121,-3503,-2363,10833
1537,00:15.8,-4368,8380,-14043,-3174,-2379,10574
1539,00:15.8,-4438,8736,-14158,-2440,-2799,9981
1541,00:15.8,-4351,9706,-13412,-2194,-3042,9022
1543,00:15.8,-4427,10049,-13317,-1893,-2533,7391
1545,00:15.8,-4441,9811,-13648,-1412,-1934,5560
1469,00:15.9,-5377,1718,-15788,1302,-3616,7380
1548,00:15.9,-4450,9506,-13475,-921,-2170,3338
1550,00:15.9,-4402,8876,-13316,-1003,-2634,2336
1552,00:15.9,-4437,8613,-12858,-185,-2851,1565
1554,00:15.9,-4621,8408,-13041,447,-2982,1072
1556,00:16.0,-4844,7968,-13275,638,-3188,866
1557,00:16.0,-5060,7883,-13321,532,-3429,889
1559,00:16.0,-5285,7666,-13112,327,-3905,1072
1561,00:16.1,-5260,7625,-12792,270,-3996,1279
1572,00:16.1,-5207,8095,-12985,-665,-2242,579
1574,00:16.1,-5263,8309,-13399,-925,-2470,157
1576,00:16.2,-5402,8603,-13004,-1148,-2702,-291
1577,00:16.2,-5593,8566,-12885,-1143,-2716,-473
1579,00:16.2,-5864,8278,-12582,-810,-2826,-710
1581,00:16.2,-5899,8365,-12695,-454,-2835,-761
1583,00:16.2,-6303,8605,-13054,-378,-2918,-837
1585,00:16.2,-6612,8585,-13187,-541,-3084,-809
1563,00:16.3,-5344,7471,-12672,264,-3757,1424
1588,00:16.3,-6956,8609,-12768,-527,-3282,-717
1590,00:16.3,-7206,8713,-12578,-430,-3104,-612
1592,00:16.3,-7377,8660,-11939,-99,-2746,-622
1594,00:16.3,-7580,8440,-11652,289,-2115,-677
1596,00:16.4,-7654,8476,-11224,452,-1586,-695
1597,00:16.4,-7513,8561,-11278,354,-1305,-708
1599,00:16.4,-7453,8715,-11330,178,-702,-809
1601,00:16.4,-7521,8866,-11711,-127,-138,-995
1603,00:16.4,-7484,8720,-11893,-361,146,-1151
1605,00:16.4,-7485,8444,-11949,-367,278,-1095
1565,00:16.5,-5286,7656,-12517,10,-3425,1512
1608,00:16.5,-7336,8407,-12277,-178,589,-972
1610,00:16.5,-7250,8360,-12417,-45,690,-858
1612,00:16.5,-7127,8492,-12524,31,624,-733
1614,00:16.5,-7163,8441,-12406,9,484,-673
1616,00:16.6,-7133,8516,-12369,89,261,-635
1617,00:16.6,-7100,8459,-12427,73,168,-648
1619,00:16.6,-7291,8354,-12347,147,-124,-621
1621,00:16.6,-7337,8282,-11993,217,-343,-564
1623,00:16.6,-7381,8223,-11881,173,-336,-420
1625,00:16.6,-7493,8134,-11758,81,-269,-221
1567,00:16.7,-5259,7713,-12350,-319,-3106,1470
1628,00:16.7,-7512,8309,-11600,-16,-38,-50
1630,00:16.7,-7404,8304,-11598,-47,157,-27
1632,00:16.7,-7341,8357,-11675,-59,288,-34
1634,00:16.7,-7347,8271,-11887,-96,259,5
1636,00:16.8,-7362,8192,-12074,-121,137,121
1637,00:16.8,-7343,8349,-12162,-122,56,174
1639,00:16.8,-7340,8484,-12281,-270,11,172
1641,00:16.8,-7335,8510,-12410,-419,77,113
1643,00:16.8,-7286,8476,-12359,-354,95,1
1645,00:16.8,-7241,8313,-12283,-90,140,-70
1569,00:16.9,-5110,7940,-12057,-540,-2687,1245
1648,00:16.9,-7050,8187,-12628,126,362,-156
1650,00:16.9,-7006,7999,-12620,231,346,-242
1652,00:16.9,-6914,7794,-12478,381,217,-288
1654,00:16.9,-6784,7838,-12107,382,136,-312
1656,00:17.0,-6826,7879,-11972,186,228,-417
1657,00:17.0,-6881,7918,-11986,17,292,-491
1659,00:17.0,-6806,7814,-12112,-249,334,-560
1661,00:17.1,-6798,7712,-12112,-363,291,-588
1672,00:17.1,-7187,8517,-11898,-1056,-425,150
1674,00:17.1,-7280,8822,-11882,-1170,-549,141
1676,00:17.2,-7304,9082,-11767,-1343,-594,-35
1677,00:17.2,-7330,9205,-11673,-1441,-582,-123
1679,00:17.2,-7325,9369,-11569,-1417,-427,-334
1681,00:17.2,-7381,9264,-11672,-1245,-194,-476
1683,00:17.2,-7454,9142,-11825,-961,-2,-471
1685,00:17.2,-7471,8927,-11798,-697,28,-292
1663,00:17.3,-6776,7782,-12104,-370,142,-533
1688,00:17.3,-7375,8858,-11920,-340,-9,128
1690,00:17.3,-7360,8889,-12069,-206,-39,346
1692,00:17.3,-7466,8884,-12111,-170,-78,493
1694,00:17.3,-7393,8988,-11929,-184,-164,533
1696,00:17.4,-7372,9118,-11818,-136,-217,466
1697,00:17.4,-7439,9104,-11796,-101,-234,381
1699,00:17.4,-7347,8965,-11722,35,-212,228
1701,00:17.4,-7341,8823,-11661,172,-168,123
1703,00:17.4,-7311,8719,-11675,176,-19,86
1705,00:17.4,-7233,8602,-11624,124,129,91
1665,00:17.5,-6818,7767,-11992,-378,2,-407
1708,00:17.5,-7095,8617,-12026,64,186,169
1710,00:17.5,-7150,8552,-12117,36,-93,262
1712,00:17.5,-7142,8663,-11989,28,-303,304
1714,00:17.5,-7088,8820,-11812,-45,-298,263
1716,00:17.6,-7170,8791,-11761,-39,-157,155
1717,00:17.6,-7145,8750,-11727,-14,-128,123
1719,00:17.6,-7185,8706,-11828,87,-111,106
1721,00:17.6,-7224,8655,-11812,78,-127,116
1723,00:17.6,-7245,8632,-11943,63,-140,141
1725,00:17.6,-7238,8663,-11914,70,-215,106
1667,00:17.7,-6975,7901,-12085,-553,-79,-242
1728,00:17.7,-7309,8556,-11861,12,-229,73
1730,00:17.7,-7373,8510,-11955,20,-123,89
1732,00:17.7,-7358,8548,-11988,-26,-108,79
1734,00:17.7,-7351,8568,-11987,-111,-130,92
1736,00:17.8,-7384,8450,-11837,-92,-103,88
1737,00:17.8,-7411,8762,-11860,14,-97,42
1739,00:17.8,-7316,8625,-11911,-90,-51,-34
1741,00:17.8,-7363,8597,-11836,-152,-14,-162
1743,00:17.8,-7435,8517,-11874,-209,36,-233
1745,00:17.8,-7375,8470,-11732,-258,123,-256
1669,00:17.9,-7052,8041,-12003,-829,-222,-26
1748,00:17.9,-7314,8489,-11779,-305,275,-254
1750,00:17.9,-7292,8515,-12031,-360,237,-272
1752,00:17.9,-7120,8536,-11911,-377,127,-283
1754,00:17.9,-7275,8566,-11804,-438,132,-360
1756,00:18.0,-7261,8593,-11834,-435,158,-373
1757,00:18.0,-7244,8550,-11895,-437,155,-388
1759,00:18.0,-7270,8559,-11929,-482,109,-373
1761,00:18.1,-7252,8558,-11901,-548,7,-283
1772,00:18.1,-7087,8692,-11834,-263,311,-133
1774,00:18.1,-7097,8609,-11915,-200,190,14
1776,00:18.2,-7127,8620,-11927,-75,-23,133
1777,00:18.2,-7110,8690,-11911,-2,-107,188
1779,00:18.2,-7168,8866,-11914,44,-221,239
1781,00:18.2,-7141,8869,-11865,73,-225,187
1783,00:18.2,-7185,8857,-11763,118,-234,79
1785,00:18.2,-7277,8793,-11736,147,-267,19
1763,00:18.3,-7373,8677,-11717,-519,21,-199
1788,00:18.3,-7278,8936,-11574,248,-304,-37
1790,00:18.3,-7279,8960,-11646,142,-114,-136
1792,00:18.3,-7281,8927,-11832,41,-61,-256
1794,00:18.3,-7383,8885,-11776,32,-155,-335
1796,00:18.4,-7474,8765,-11817,115,-269,-306
1797,00:18.4,-7472,8684,-11606,228,-289,-293
1799,00:18.4,-7500,8709,-11497,281,-145,-172
1801,00:18.4,-7581,8646,-11513,260,75,-8
1803,00:18.4,-7651,8735,-11679,257,171,105
1805,00:18.4,-7542,8782,-11691,223,129,108
1765,00:18.5,-7257,8801,-11697,-474,154,-211
1808,00:18.5,-7486,9032,-11642,150,203,-123
1810,00:18.5,-7545,8937,-11769,34,361,-357
1812,00:18.5,-7484,8839,-11717,38,448,-500
1814,00:18.5,-7239,8750,-11715,25,630,-555
1816,00:18.6,-7127,8702,-11865,67,832,-603
1817,00:18.6,-7186,8620,-11969,66,892,-627
1819,00:18.6,-7088,8509,-12183,116,835,-530
1821,00:18.6,-6979,8464,-12225,179,644,-384
1823,00:18.6,-6997,8408,-12244,238,472,-237
1825,00:18.6,-6908,8413,-12236,223,351,-108
1767,00:18.7,-7233,8849,-11749,-378,293,-228
1828,00:18.7,-6827,8397,-12180,245,172,87
1830,00:18.7,-6930,8311,-12095,358,77,140
1832,00:18.7,-6846,8257,-12228,516,-38,194
1834,00:18.7,-6910,8253,-12245,557,-140,201
1836,00:18.8,-6994,8165,-12229,505,-302,238
1837,00:18.8,-7027,8145,-12163,472,-381,261
1839,00:18.8,-7161,8170,-12082,369,-488,251
1841,00:18.8,-7245,8223,-12051,259,-532,232
1843,00:18.8,-7254,8172,-12088,146,-564,229
1845,00:18.8,-7277,8219,-12039,80,-578,209
1769,00:18.9,-7104,8776,-11740,-315,335,-226
1848,00:18.9,-7276,8295,-12071,-110,-509,132
1850,00:18.9,-7349,8336,-11938,-98,-445,102
1852,00:18.9,-7325,8386,-11962,-112,-331,56
1854,00:18.9,-7325,8232,-12050,-106,-260,43
1856,00:19.0,-7317,8277,-12252,-126,-306,93
1857,00:19.0,-7296,8266,-12191,-98,-375,145
1859,00:19.0,-7371,8374,-12125,-90,-515,207
1861,00:19.1,-7440,8463,-12077,-90,-615,186
1872,00:19.1,-7700,8510,-11809,-187,-598,-461
1874,00:19.1,-7687,8462,-11813,-214,-537,-533
1876,00:19.2,-7569,8374,-11713,-177,-416,-568
1877,00:19.2,-7673,8391,-11693,-190,-325,-550
1879,00:19.2,-7563,8296,-11631,-178,-130,-473
1881,00:19.2,-7419,8233,-11784,-179,87,-345
1883,00:19.2,-7466,8089,-12011,-106,196,-103
1885,00:19.2,-7471,8025,-12089,-63,117,149
1863,00:19.3,-7385,8383,-11963,-81,-689,110
1888,00:19.3,-7431,8387,-12160,-55,-108,467
1890,00:19.3,-7459,8558,-12023,-132,-195,422
1892,00:19.3,-7466,8617,-12031,-118,-322,267
1894,00:19.3,-7479,8581,-11838,-61,-352,54
1896,00:19.4,-7434,8592,-11752,-12,-315,-118
1897,00:19.4,-7503,8555,-11765,-10,-256,-213
1899,00:19.4,-7530,8429,-11892,-70,-148,-366
1901,00:19.4,-7509,8325,-11889,-150,-184,-391
1903,00:19.4,-7407,8215,-11892,-317,-269,-335
1905,00:19.4,-7477,8206,-11862,-358,-262,-198
1865,00:19.5,-7475,8454,-11906,-53,-796,57
1908,00:19.5,-7642,8275,-11702,-152,-174,14
1910,00:19.5,-7722,8528,-11884,-144,-208,95
1912,00:19.5,-7702,8451,-11871,-160,-260,120
1914,00:19.5,-7802,8675,-11644,44,-281,115
1916,00:19.6,-7751,8606,-11754,44,-230,122
1917,00:19.6,-7765,8577,-11748,83,-183,115
1919,00:19.6,-7790,8581,-11690,111,-64,48
1921,00:19.6,-7779,8564,-11744,174,38,17
1923,00:19.6,-7669,8571,-11702,292,152,-60
1925,00:19.6,-7625,8501,-11991,303,186,-157
1867,00:19.7,-7577,8531,-11869,-27,-825,-61
1928,00:19.7,-7608,8302,-11918,260,163,-299
1930,00:19.7,-7676,8241,-11935,236,115,-324
1932,00:19.7,-7598,8236,-11954,275,18,-300
1934,00:19.7,-7537,8180,-11948,268,-32,-275
1936,00:19.8,-7600,8141,-11908,209,-54,-231
1937,00:19.8,-7655,8169,-11892,206,-68,-204
1939,00:19.8,-7702,8179,-11891,121,-102,-188
1941,00:19.8,-7692,8255,-11993,-58,-118,-194
1943,00:19.8,-7750,8049,-11935,-127,-104,-150
1945,00:19.8,-7739,8039,-11848,-107,-125,-107
1869,00:19.9,-7558,8597,-11745,-49,-806,-233
1948,00:19.9,-7766,8094,-11671,-121,-158,3
1950,00:19.9,-7705,8305,-11699,-189,-16,-34
1952,00:19.9,-7812,8394,-11928,-299,211,-211
1954,00:19.9,-7854,8403,-11995,-326,214,-355
1956,00:20.0,-7780,8384,-12005,-273,114,-466
1957,00:20.0,-7830,8343,-11818,-184,119,-498
1959,00:20.0,-7808,8356,-11818,-78,195,-483
1961,00:20.1,-7784,8314,-11917,-39,319,-471
1972,00:20.1,-7547,8242,-11960,-122,268,-177
1974,00:20.1,-7635,8092,-11982,-89,271,-67
1976,00:20.2,-7535,8058,-11852,24,294,19
1977,00:20.2,-7479,8094,-11892,106,330,64
1979,00:20.2,-7480,8010,-12043,201,352,168
1981,00:20.2,-7466,8077,-12154,221,243,296
1983,00:20.2,-7512,8093,-12129,187,210,308
1985,00:20.2,-7546,8078,-12141,136,111,289
1963,00:20.3,-7839,8235,-11782,84,383,-434
1988,00:20.3,-7548,8040,-12061,-110,-216,302
1990,00:20.3,-7608,8054,-11905,-172,-260,316
1992,00:20.3,-7599,8173,-11815,-212,-216,269
1994,00:20.3,-7674,8319,-11948,-285,-156,161
1996,00:20.4,-7699,8154,-12144,-240,-118,-27
1997,00:20.4,-7740,8399,-12179,-259,-211,-74
1999,00:20.4,-7802,8300,-11884,-325,-202,-203
2001,00:20.4,-7893,8262,-11793,-250,-166,-210
2003,00:20.4,-7864,8240,-11698,-275,-60,-173
2005,00:20.4,-7874,8155,-11782,-149,10,-99
1965,00:20.5,-7731,8057,-12002,91,402,-426
2008,00:20.5,-7886,8202,-11836,-63,182,-10
2010,00:20.5,-7834,8197,-11890,-22,342,41
2012,00:20.5,-7886,8301,-11924,-7,434,13
2014,00:20.5,-7775,8335,-12016,11,503,-97
2016,00:20.6,-7770,8281,-12000,84,576,-182
2017,00:20.6,-7724,8260,-11937,95,633,-222
